;Kingdom;Phylum;Class;Order;Family;Genus;Species
ASV7536;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7537;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7538;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;NA
ASV7539;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
ASV7540;Bacteria;NA;NA;NA;NA;NA;NA
ASV7541;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;NA
ASV7542;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7543;Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;Victivallaceae;NA;NA
ASV7544;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7545;Bacteria;NA;NA;NA;NA;NA;NA
ASV7546;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Neoscardovia;NA
ASV7547;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
ASV7548;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV7549;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV7550;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7551;Bacteria;Firmicutes;Clostridia;Oscillospirales;NA;NA;NA
ASV7552;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group;NA
ASV7553;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;NA
ASV7554;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Pygmaiobacter;NA
ASV7555;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
ASV7556;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7557;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV7558;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7559;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV7560;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7561;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
ASV7562;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;NA
ASV7563;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;NA;NA
ASV7564;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7565;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7566;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group;NA
ASV7567;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV7568;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NA;NA
ASV7569;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA
ASV7570;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7571;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA
ASV7572;Bacteria;Firmicutes;Bacilli;RF39;NA;NA;NA
ASV7573;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7574;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV7575;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
ASV7576;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
ASV7577;Bacteria;NA;NA;NA;NA;NA;NA
ASV7578;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7579;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;NA
ASV7580;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;NA
ASV7581;Bacteria;Proteobacteria;NA;NA;NA;NA;NA
ASV7582;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7583;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV7584;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Leptotrichia;NA
ASV7585;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
ASV7586;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;NA
ASV7587;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7588;Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;NA
ASV7589;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV7590;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV7591;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA
ASV7592;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;NA
ASV7593;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7594;Bacteria;NA;NA;NA;NA;NA;NA
ASV7595;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7596;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7597;Bacteria;Firmicutes;NA;NA;NA;NA;NA
ASV7598;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV7599;Bacteria;NA;NA;NA;NA;NA;NA
ASV7600;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7601;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7602;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV7603;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Moryella;NA
ASV7604;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7605;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7606;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;NA
ASV7607;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV7608;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;NA;NA
ASV7609;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7610;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella;NA
ASV7611;Bacteria;Firmicutes;NA;NA;NA;NA;NA
ASV7612;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;NA
ASV7613;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7614;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
ASV7615;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7616;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7617;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7618;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;NA
ASV7619;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV7620;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7621;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella;NA
ASV7622;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV7623;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA
ASV7624;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;NA;NA
ASV7625;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7626;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7627;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7628;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;NA
ASV7629;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7630;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
ASV7631;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;NA
ASV7632;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7633;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Neoscardovia;NA
ASV7634;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
ASV7635;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
ASV7636;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7637;Bacteria;NA;NA;NA;NA;NA;NA
ASV7638;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7639;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV7640;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV7641;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV7642;Bacteria;Firmicutes;NA;NA;NA;NA;NA
ASV7643;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;NA;NA
ASV7644;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7645;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7646;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Terrisporobacter;NA
ASV7647;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group;NA
ASV7648;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;NA
ASV7649;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Coprobacter;NA
ASV7650;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV7651;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7652;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7653;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Pseudoscardovia;NA
ASV7654;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;NA
ASV7655;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
ASV7656;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV7657;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7658;Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;NA
ASV7659;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Senegalimassilia;NA
ASV7660;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;NA
ASV7661;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7662;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7663;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7664;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Murimonas;NA
ASV7665;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7666;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Neoscardovia;NA
ASV7667;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7668;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7669;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
ASV7670;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7671;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
ASV7672;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
ASV7673;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7674;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7675;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7676;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7677;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;NA
ASV7678;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7679;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7680;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;NA;NA
ASV7681;Bacteria;Firmicutes;NA;NA;NA;NA;NA
ASV7682;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;NA
ASV7683;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7684;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;NA
ASV7685;Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;NA;NA;NA
ASV7686;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7687;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
ASV7688;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7689;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] oxidoreducens group;NA
ASV7690;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7691;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7692;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214 group;NA
ASV7693;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;NA
ASV7694;Bacteria;NA;NA;NA;NA;NA;NA
ASV7695;Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;NA
ASV7696;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7697;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;NA;NA
ASV7698;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;NA;NA
ASV7699;Bacteria;NA;NA;NA;NA;NA;NA
ASV7700;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;NA
ASV7701;Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Dialister;NA
ASV7702;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7703;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA
ASV7704;Bacteria;Firmicutes;Clostridia;Oscillospirales;NA;NA;NA
ASV7705;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7706;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;NA
ASV7707;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7708;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;NA;NA
ASV7709;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;NA
ASV7710;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Paraherbaspirillum;NA
ASV7711;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7712;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_9;NA
ASV7713;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7714;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII UCG-001;NA
ASV7715;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
ASV7716;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;NA;NA
ASV7717;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
ASV7718;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA
ASV7719;Bacteria;Firmicutes;NA;NA;NA;NA;NA
ASV7720;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;NA;NA
ASV7721;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7722;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7723;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA
ASV7724;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
ASV7725;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Phocea;NA
ASV7726;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-003;NA
ASV7727;Bacteria;Actinobacteriota;NA;NA;NA;NA;NA
ASV7728;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7729;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7730;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7731;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7732;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7733;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7734;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7735;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7736;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7737;Bacteria;NA;NA;NA;NA;NA;NA
ASV7738;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7739;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7740;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA
ASV7741;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV7742;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Neoscardovia;NA
ASV7743;Bacteria;NA;NA;NA;NA;NA;NA
ASV7744;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
ASV7745;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7746;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
ASV7747;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV7748;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7749;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
ASV7750;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7751;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7752;Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;NA
ASV7753;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Paludicola;NA
ASV7754;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7755;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV7756;Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;NA
ASV7757;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;NA
ASV7758;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;NA
ASV7759;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7760;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Neoscardovia;NA
ASV7761;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7762;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
ASV7763;Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;NA
ASV7764;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7765;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV7766;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7767;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] eligens group;NA
ASV7768;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7769;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7770;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium] hallii group;NA
ASV7771;Bacteria;NA;NA;NA;NA;NA;NA
ASV7772;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
ASV7773;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;NA;NA
ASV7774;Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;NA
ASV7775;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;NA
ASV7776;Bacteria;NA;NA;NA;NA;NA;NA
ASV7777;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;NA
ASV7778;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Pseudoscardovia;NA
ASV7779;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7780;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NC2004 group;NA
ASV7781;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7782;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7783;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7784;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7785;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7786;Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA
ASV7787;Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA
ASV7788;Bacteria;Firmicutes;NA;NA;NA;NA;NA
ASV7789;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7790;Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010;NA;NA
ASV7791;Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Neoscardovia;NA
ASV7792;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;[Eubacterium] siraeum group;NA
ASV7793;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;NA
ASV7794;Bacteria;Firmicutes;NA;NA;NA;NA;NA
ASV7795;Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group;NA;NA
ASV7796;Bacteria;Firmicutes;NA;NA;NA;NA;NA
ASV7797;Bacteria;NA;NA;NA;NA;NA;NA
ASV7798;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;NA;NA
ASV7799;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA
ASV7800;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Aquamonas;NA
ASV7801;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;NA
ASV7802;Bacteria;NA;NA;NA;NA;NA;NA
ASV7803;Bacteria;Firmicutes;Clostridia;Oscillospirales;NA;NA;NA
ASV7804;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Fournierella;NA
ASV7805;Bacteria;NA;NA;NA;NA;NA;NA
ASV7806;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7807;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;NA
ASV7808;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;NA;NA
ASV7809;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
ASV7810;Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;NA;NA
ASV7811;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Paraherbaspirillum;NA
ASV7812;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Murimonas;NA
ASV7813;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae UCG-004;NA
ASV7814;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA;NA
